"created_at","user_id","screen_name","status_id","full_text"
"Mon Dec 13 05:31:53 +0000 2021","1209594095422902272","Mike_Lounsberry","1470265197591814144","Oh yeah, here is the link to my submission:

https://t.co/EM6vqzMPHG

#nflverse https://t.co/DijCBjohVP"
"Mon Dec 13 15:19:57 +0000 2021","935526760023777280","BrunoHMioto","1470413187489087492","2021 season games are not great for #ChiefsKingdom offense, but Sunday's game wasn't one of them! Here the EPA/play in each game of @PatrickMahomes carrer. He hadn't had a negative game until SB LV!

Data: #nflverse

#RStats https://t.co/nSJO6oFtao"
