"created_at","user_id","screen_name","status_id","full_text"
"Tue Nov 02 12:03:00 +0000 2021","1081617957439049729","ThePuntRunts","1455505720384884742","And on the 8th week, AJ Cole had a bye and rested on his laurels

Side note, what's happening in Carolina?!?

#nflverse #ForTheBrand https://t.co/uPpmQZrjjQ"
"Tue Nov 02 13:45:00 +0000 2021","1365340156069306371","deepvaluebettor","1455531389227520020","bettors seduced by the allure of patrick mahomes have had their hearts broken 💔 &amp; bankrolls bankrupted 📉over the last two seasons, bleeding bettors of cash 13 of the last 16 games (not including postseason, which is even worse). #nflverse https://t.co/1scHi4ILcl"
"Tue Nov 02 14:05:00 +0000 2021","1365340156069306371","deepvaluebettor","1455536422530666496","while chiefs bettors have gotten ripped to shreds ☠️, cowboys bettors are sitting pretty ☺️: 6-1 SU and 7-0 ATS, earning an est. $16 million season-to-date (per @pregame data, which may be a bit spurious, but is surely at least directionally accurate) #nflverse https://t.co/WiR9qxt5H2"
"Tue Nov 02 15:02:17 +0000 2021","3196394099","ak47twq","1455550839691481096","mike white first game vs. newton first game.
from #nflverse #TakeFlight https://t.co/zlSLEi4JRR"
"Tue Nov 02 17:29:14 +0000 2021","1205557554442575878","mrcaseb","1455587821977223169","A lot of people are talking about the decline of the Chiefs offense in the last couple of weeks. I checked the evolution of each team's offensive epa using rolling averages and the Chiefs' struggles can be clearly seen. 
Data: #nflverse https://t.co/3XY4i53jAI"
"Tue Oct 26 12:04:00 +0000 2021","1081617957439049729","ThePuntRunts","1452969256799277064","Week 7 Puntalytics Update:
Not much change at the top as #RaiderNation AJ Cole widens his gap on the field

Turns out that NFL level punters &gt; replacement level punters though

#nflverse https://t.co/PPa0SC0Ix7"
"Tue Nov 02 12:03:00 +0000 2021","1081617957439049729","ThePuntRunts","1455505720384884742","And on the 8th week, AJ Cole had a bye and rested on his laurels

Side note, what's happening in Carolina?!?

#nflverse #ForTheBrand https://t.co/uPpmQZrjjQ"
"Mon Oct 25 23:19:22 +0000 2021","1194759040657551361","tejfbanalytics","1452776829404782601","tutorial #3 on modeling in R is out! this one covers making a logistic regression model to measure field goal kickers (seen below) and a linear regression model to see which quarterbacks are aggressive #nflverse

youtube link: https://t.co/Kzls4F9d9d https://t.co/QPO9TPPzTa"
"Wed Oct 27 15:08:11 +0000 2021","1205557554442575878","mrcaseb","1453377995113181188","Doing this per player is fun
#nflverse #rstats https://t.co/8BM17tSR48"
"Tue Nov 02 17:29:14 +0000 2021","1205557554442575878","mrcaseb","1455587821977223169","A lot of people are talking about the decline of the Chiefs offense in the last couple of weeks. I checked the evolution of each team's offensive epa using rolling averages and the Chiefs' struggles can be clearly seen. 
Data: #nflverse https://t.co/3XY4i53jAI"
"Mon Nov 01 22:51:42 +0000 2021","1337945775914045442","throwthedamball","1455306584586956803","It is one thing to build a lead in the NFL, it is another to extend leads. Pre MNF, and using success rate(SR), we can get a sense of which teams have been best extending leads so far. Here is each team's SR &amp; number of plays run with comfortable leads #nflverse https://t.co/DEo8tkR8Vt"
