"created_at","user_id","screen_name","status_id","full_text"
"Thu Jan 06 04:22:32 +0000 2022","1055998106519658496","OliverJCochrane","1478945050092580864","Excited to start working on a new passion of mine. Drop a follow for all the #Jets stats that get your brain spinning! 

#TakeFlight #nflverse @nflfastR https://t.co/5ViKXsxxVV"
"Thu Jan 06 19:33:30 +0000 2022","1396847074386317313","nyjetsbyR","1479174305015644166","With Falcons’ WR Calvin Ridley supposedly on the trade block, can he be to Zach Wilson as Stefon Diggs is to Josh Allen?

Ridley (2020): 15G, 90 rec (11th), 1,374 yds (4th), 9 TDs (T-8th)

🏈 PFF’s #11 receiver
🏈 +0.35 EPA/TGT (+62.6% NFL avg)
🏈15.3 YPC (13th)

#Jets #nflverse https://t.co/sAwuiwbexS"
