"created_at","user_id","screen_name","status_id","full_text"
"Thu Dec 01 03:18:48 +0000 2022","1103787522084257793","Doug_Analytics","1598154621138391041","New York Giants
Down &amp; Distance-to-Go Summary

Giants finding success in 2nd &amp; long and 3rd &amp; short

#nflverse

Please like this because it took me 8 hours to make https://t.co/5iqiWPQ7I1"
"Thu Dec 01 03:42:39 +0000 2022","726939781507125248","BradCongelio","1598160621081546752","I wanted to try replicating a recent #dataviz by @tanya_shapiro that required using 'ggbeeswarm' for plotting and the 'magick' package for headshot image manipulation.

Here are your current #NFL leaders in average air yards per attempt. #nflverse https://t.co/19zPW9mMP2"
