"created_at","user_id","screen_name","status_id","full_text"
"Tue Oct 05 00:47:59 +0000 2021","1424719123","danmorse_","1445188987044306944","@CowboysStats @adriancm93 Wow @CowboysStats might be the biggest Mike McCarthy fan in the #nflverse"
"Tue Oct 05 12:09:08 +0000 2021","1210634054682468352","Cooper_DFF","1445360404784365571","Pace and efficiency charts through week 4 - I think that Chiefs OL might be figuring things out.

#nflverse https://t.co/9UaPLpnOqY"
"Tue Oct 05 15:01:26 +0000 2021","1205557554442575878","mrcaseb","1445403763326468098","The #nflverse when GitHub Actions aren't working https://t.co/a7vthgT2v9"
"Tue Oct 05 15:39:19 +0000 2021","303593909","itsdanpearson","1445413296690053130","#Giants 3/3 on 3rd down to Golladay, still throwing behind the maker too much!

2021 season, after 4 games:
-Throw behind marker: 3/13 (23%)
-Throw at marker: 3/9 (33%)
-Throw past marker: 10/12 (83%)
@nflfastR #RStats #nflverse https://t.co/TPSq4pGqai"
