"created_at","user_id","screen_name","status_id","full_text"
"Wed Jun 08 13:10:00 +0000 2022","1194759040657551361","tejfbanalytics","1534523137706143745","not all interceptions are created equal: jameis winston and josh allen choose to be riskier in low expected points situations (3rd &amp; long, outside the redzone, etc.) #nflverse https://t.co/IjgEPXRkqV"
