"created_at","user_id","screen_name","status_id","full_text"
"Wed Dec 07 19:52:24 +0000 2022","1055998106519658496","OliverJCochrane","1600578996751712273","Small sample, but Mike White has been the best passer for the #Jets all year.

The work of Flacco/Wilson has been poor at best, but Mike White seems to take this passing offense to a whole other level. 

Passing EPA/play for each QB's 2022 work. #nflverse https://t.co/KTrSWK3vSy"
"Wed Dec 07 03:32:55 +0000 2022","1103787522084257793","Doug_Analytics","1600332498587635712","Play-action rate for QBs with min 100 attempts

Bottom number labels represent # of PA attempts
Darkness of bar represents yards per PA attempt

Daniel Jones
PA Rate: 23.9% (4th)
7.2 yards per PA attempt (27th)

#TogetherBlue #nflverse https://t.co/AIKF0Qy3iD"
"Sun Dec 11 23:17:03 +0000 2022","145118037","TheCheech_","1602080048231522304","Who told @DangeRussWilson about the bathrooms? 😬 #NFL #nflverse @Garrettlee"
"Fri Dec 09 21:28:18 +0000 2022","1551486635367288832","cover2figuRes","1601327906667782145","𝗕𝗮𝗸𝗲𝗿 𝗠𝗮𝘆𝗳𝗶𝗲𝗹𝗱'𝘀 game summary versus LV.

Was cool to see Baker have his moment last night, finishing with an EPA/Play in the 68th percentile off a 48-hour turnaround.

That one shot deep-left was 💰.

#nflverse https://t.co/yBW8FQPZx1"
"Wed Dec 07 00:43:36 +0000 2022","179374572","stephenlacman","1600289889966120960","Updated prior to Week 14: Relative team efficiency scores, constructed using a blend of z-score standardized EPA/P and SR%

Data is from weeks 4-13. Early downs, opponent adjusted, turnovers are excluded, garbage time is excluded

#nflverse https://t.co/BoSQd2BHmz"
"Mon Dec 05 18:52:09 +0000 2022","3067061292","josephjefe","1599839056384643072","Pillboxes for KC vs CIN. Pacheco leading the team in snaps for the second straight week. Got two targets early, then none after that. Watson second in snaps, even with JuJu back. 6 of Moore's first 7 snaps were pass plays, then only 4 of his last 12. 

#nflverse #rstats https://t.co/pZFjeD9kTy"
"Mon Dec 05 18:52:10 +0000 2022","3067061292","josephjefe","1599839060012716033","On to Defense. After tons of snaps the last few weeks, Cook only gets 6 (5 on 3rd downs). Gay lost TWO series to Harris this week instead of just 1. Karlaftis snaps dropped significantly. Only Nnadi and Stallworth had fewer on the DLINE. 

#nflverse #rstats https://t.co/jn6F3aG7t7"
"Mon Dec 05 18:52:10 +0000 2022","3067061292","josephjefe","1599839063103918080","Here's Cincy's numbers. Perine was a workhorse. He carried or caught the ball 28 out of 52 snaps. 

#nflverse #rstats https://t.co/VKVMUA80M6"
"Fri Dec 09 22:37:25 +0000 2022","726939781507125248","BradCongelio","1601345300089929728","Shoutout to @benbbaldwin, @mrcaseb,  @_TanHo, @LeeSharpeNFL, and everybody else involved in the #nflverse for creating/upkeeping what doubles as a fantastic pedagogical tool."
"Wed Dec 07 19:52:24 +0000 2022","1055998106519658496","OliverJCochrane","1600578996751712273","Small sample, but Mike White has been the best passer for the #Jets all year.

The work of Flacco/Wilson has been poor at best, but Mike White seems to take this passing offense to a whole other level. 

Passing EPA/play for each QB's 2022 work. #nflverse https://t.co/KTrSWK3vSy"
"Wed Dec 07 03:32:55 +0000 2022","1103787522084257793","Doug_Analytics","1600332498587635712","Play-action rate for QBs with min 100 attempts

Bottom number labels represent # of PA attempts
Darkness of bar represents yards per PA attempt

Daniel Jones
PA Rate: 23.9% (4th)
7.2 yards per PA attempt (27th)

#TogetherBlue #nflverse https://t.co/AIKF0Qy3iD"
"Sun Dec 11 23:17:03 +0000 2022","145118037","TheCheech_","1602080048231522304","Who told @DangeRussWilson about the bathrooms? 😬 #NFL #nflverse @Garrettlee"
"Fri Dec 09 21:28:18 +0000 2022","1551486635367288832","cover2figuRes","1601327906667782145","𝗕𝗮𝗸𝗲𝗿 𝗠𝗮𝘆𝗳𝗶𝗲𝗹𝗱'𝘀 game summary versus LV.

Was cool to see Baker have his moment last night, finishing with an EPA/Play in the 68th percentile off a 48-hour turnaround.

That one shot deep-left was 💰.

#nflverse https://t.co/yBW8FQPZx1"
"Wed Dec 07 00:43:36 +0000 2022","179374572","stephenlacman","1600289889966120960","Updated prior to Week 14: Relative team efficiency scores, constructed using a blend of z-score standardized EPA/P and SR%

Data is from weeks 4-13. Early downs, opponent adjusted, turnovers are excluded, garbage time is excluded

#nflverse https://t.co/BoSQd2BHmz"
"Mon Dec 05 18:52:09 +0000 2022","3067061292","josephjefe","1599839056384643072","Pillboxes for KC vs CIN. Pacheco leading the team in snaps for the second straight week. Got two targets early, then none after that. Watson second in snaps, even with JuJu back. 6 of Moore's first 7 snaps were pass plays, then only 4 of his last 12. 

#nflverse #rstats https://t.co/pZFjeD9kTy"
"Mon Dec 05 18:52:10 +0000 2022","3067061292","josephjefe","1599839060012716033","On to Defense. After tons of snaps the last few weeks, Cook only gets 6 (5 on 3rd downs). Gay lost TWO series to Harris this week instead of just 1. Karlaftis snaps dropped significantly. Only Nnadi and Stallworth had fewer on the DLINE. 

#nflverse #rstats https://t.co/jn6F3aG7t7"
"Mon Dec 05 18:52:10 +0000 2022","3067061292","josephjefe","1599839063103918080","Here's Cincy's numbers. Perine was a workhorse. He carried or caught the ball 28 out of 52 snaps. 

#nflverse #rstats https://t.co/VKVMUA80M6"
"Fri Dec 09 22:37:25 +0000 2022","726939781507125248","BradCongelio","1601345300089929728","Shoutout to @benbbaldwin, @mrcaseb,  @_TanHo, @LeeSharpeNFL, and everybody else involved in the #nflverse for creating/upkeeping what doubles as a fantastic pedagogical tool."
